target,Wife_Education,Husband_Education,Children,Wife_religion,Wife_working,Husband_Occupation,SOLI,Media_Exposure,Contraceptive_Method,Residual_signed,Residual,Residual_CV
23,4,4,1,1,0,2,4,0,1,-3.4629999999999974,11.992368999999982,0.6480249999999995
23,4,4,2,1,0,3,3,0,1,-4.337333333333337,18.812460444444476,2.088025000000001
44,1,2,2,1,1,2,4,0,1,-1.4153571428571468,2.0032358418367457,235.46902499999996
39,3,4,6,1,1,1,4,0,1,-4.80333333333332,23.072011111110985,67.98002500000001
21,3,3,0,1,1,2,2,0,1,-0.6731666666666669,0.45315336111111143,0.7569000000000017
22,3,4,2,1,1,2,3,0,1,-7.734190476190477,59.81770232199548,0.0323999999999999
47,3,4,3,1,1,2,3,0,1,7.001333333333335,49.018668444444465,38.06890000000002
36,3,3,2,1,0,2,4,0,1,1.4202142857142803,2.0170086173469235,10.85702500000001
25,1,4,2,1,0,3,3,1,1,-3.1700000000000017,10.04890000000001,7.2899999999999965
40,4,4,2,1,1,3,4,0,1,3.362499999999997,11.30640624999998,14.212900000000024
36,2,2,0,0,0,3,3,0,1,0.2613333333333401,0.06829511111111464,14.326224999999974
37,2,3,5,0,0,2,4,0,1,-0.6966666666666725,0.4853444444444526,2.739025000000004
28,1,4,2,1,0,2,3,0,1,-3.129999999999999,9.796899999999994,0.739599999999999
30,3,3,5,1,0,3,4,0,1,-2.6000000000000014,6.760000000000008,2.9412249999999993
16,3,4,1,1,1,3,3,0,1,-2.396833333333337,5.744810027777795,23.088025
32,2,3,4,0,1,2,4,0,1,-3.596666666666664,12.936011111111092,2.2952250000000016
40,4,4,3,0,1,3,4,0,1,0.19733333333333292,0.03894044444444428,6.708100000000018
40,1,1,2,1,0,3,4,0,1,0.1319999999999979,0.017423999999999443,8.094024999999993
45,3,4,2,0,1,1,4,0,1,3.3903333333333308,11.494360111111094,7.6452250000000035
21,1,3,0,1,0,3,4,1,1,-8.045000000000002,64.72202500000003,12.816399999999987
28,4,4,1,0,1,1,3,0,1,-2.164271645021646,4.6840717534447025,2.433599999999996
25,4,4,1,0,1,2,3,0,1,-2.184666666666672,4.772768444444468,0.1892249999999989
44,1,3,4,1,1,3,3,1,1,-0.3013333333333321,0.09080177777777705,103.32722499999998
35,4,4,2,0,1,3,4,0,1,-1.1895000000000024,1.414910250000006,17.22249999999999
49,4,4,4,1,1,3,4,0,1,5.997500000000002,35.970006250000026,21.762224999999994
39,3,4,1,0,1,3,4,0,1,1.8659999999999997,3.481955999999999,0.9216000000000016
32,3,4,1,0,1,2,4,0,1,-0.2566666666666677,0.06587777777777831,26.677224999999993
35,1,2,0,1,0,4,4,0,1,2.8149999999999977,7.924224999999987,19.536400000000015
21,1,2,1,1,0,3,4,0,1,-7.175000000000001,51.48062500000001,29.2681
47,4,4,1,0,1,1,4,0,1,3.672891358641344,13.49013093238226,36.905625000000036
27,4,4,1,0,1,3,4,0,1,-2.169523809523806,4.706833560090688,6.325225000000003
31,2,2,8,1,1,2,2,1,1,-3.663333333333334,13.420011111111116,29.484899999999996
34,4,3,0,0,0,3,3,0,1,-0.02666666666666373,0.0007111111111109545,14.516099999999991
30,4,4,3,1,0,2,4,0,1,-4.485833333333332,20.122700694444433,0.4290250000000015
25,4,4,0,1,0,2,4,0,1,-1.1448993506493572,1.31079452311732,0.04622499999999994
28,3,4,3,1,1,2,1,0,1,-3.1333333333333293,9.817777777777753,10.017224999999994
30,2,3,4,1,0,3,2,0,1,0.10999999999999943,0.012099999999999875,25.502499999999973
42,3,3,8,1,1,4,3,0,1,0.8833333333333329,0.780277777777777,0.02559999999999891
23,4,4,0,0,1,2,4,0,1,-1.1403333333333343,1.3003601111111134,4.223024999999999
45,3,4,3,0,1,3,4,0,1,2.280000000000001,5.198400000000005,31.30402499999999
21,4,4,1,1,1,3,3,0,1,-2.165166666666668,4.68794669444445,3.724899999999999
28,4,4,1,0,1,2,4,0,1,-1.0831428571428603,1.1731984489795986,10.336224999999999
33,4,4,1,0,0,3,4,0,1,-0.173333333333332,0.030044444444443985,8.32322500000001
32,1,2,4,1,1,3,2,1,1,-0.7299999999999969,0.5328999999999955,16.200624999999988
25,2,2,3,1,1,3,3,0,1,-1.4100000000000001,1.9881000000000004,0.004225000000000166
25,3,3,1,1,1,3,1,0,1,1.120000000000001,1.2544000000000022,0.8556250000000013
19,2,2,2,1,1,3,1,0,1,-5.72025,32.7212600625,9.180900000000007
40,1,2,6,1,1,3,1,1,1,-0.240000000000002,0.057600000000000956,5.664400000000012
24,2,2,2,1,1,3,1,1,1,-1.2480476190476217,1.5576228594104375,4.0
32,2,2,1,1,1,2,1,0,1,2.950000000000003,8.702500000000017,3.0275999999999947
35,2,3,8,1,1,3,2,0,1,-1.509999999999998,2.280099999999994,5.35922499999999
27,2,2,1,1,0,3,2,1,1,-3.4023333333333348,11.57587211111112,23.571025000000006
23,2,4,2,1,1,1,4,0,1,-4.833333333333329,23.361111111111065,19.624899999999997
22,2,4,4,1,1,3,4,0,1,-3.844999999999999,14.78402499999999,7.236100000000007
49,2,3,0,1,1,1,2,0,1,5.759999999999998,33.17759999999998,94.28410000000002
25,2,3,0,1,1,2,4,0,1,-3.8099999999999987,14.516099999999991,20.930624999999992
18,3,4,1,1,1,3,1,0,1,-1.870000000000001,3.4969000000000037,5.405624999999997
43,3,3,4,1,1,2,4,0,1,7.544666666666664,56.92199511111108,15.444899999999997
37,1,3,0,1,1,3,4,0,1,3.1300000000000026,9.796900000000017,8.179599999999997
30,2,3,2,1,0,2,4,0,1,-2.1445000000000007,4.598880250000003,2.016400000000005
29,3,2,0,1,1,2,2,0,1,3.22516666666667,10.4017000277778,2.0592249999999965
20,2,3,3,1,1,3,4,0,1,-3.117309523809517,9.717618667233518,3.9204000000000017
42,3,3,3,1,0,2,4,0,1,9.515848484848476,90.55137238659304,1.9321000000000015
23,4,4,1,1,1,2,3,0,1,-0.686666666666671,0.47151111111111704,1.2320999999999986
34,2,3,7,1,0,3,3,0,1,-2.6199999999999974,6.8643999999999865,0.8372249999999984
23,3,3,6,1,1,3,3,0,1,-9.517761904761905,90.58779167573697,53.802225000000014
38,3,3,5,1,1,1,4,0,1,-0.5958333333333314,0.3550173611111089,1.890625
37,2,3,4,1,1,2,3,0,1,-6.40823809523809,41.065515485260704,112.25402499999997
17,2,3,1,1,1,3,2,0,1,-3.280999999999999,10.764960999999992,19.98089999999999
39,3,4,3,1,1,1,4,0,1,-0.7662619047619046,0.5871573066893422,88.07822500000003
49,1,3,0,1,1,3,3,1,1,4.640000000000001,21.529600000000006,79.47722499999999
23,3,3,2,1,1,2,2,0,1,0.503666666666664,0.25368011111110844,14.440000000000005
40,3,3,3,1,1,2,2,1,1,3.4980000000000047,12.236004000000033,0.018224999999999464
32,2,4,5,1,1,2,3,0,1,-2.9229999999999947,8.543928999999968,7.102224999999995
18,2,3,1,1,1,2,3,0,1,-2.621833333333335,6.874010027777786,10.660225000000004
46,1,2,8,1,1,3,3,1,1,3.4416190476190494,11.844741668934253,2.3409000000000035
37,3,3,6,1,1,2,2,0,1,-0.24399999999999977,0.05953599999999989,0.08409999999999951
38,2,4,5,0,1,2,2,0,1,0.3299999999999983,0.10889999999999887,2.102500000000008
37,2,3,2,0,0,3,3,0,1,1.2800000000000011,1.638400000000003,3.648099999999987
25,2,3,1,1,0,2,1,0,1,-1.3128333333333337,1.7235313611111123,3.404024999999996
38,2,4,5,1,1,3,3,0,1,3.0733333333333377,9.445377777777805,10.465224999999997
39,4,4,2,1,0,1,4,0,1,5.421833333333339,29.396276694444506,5.522500000000007
44,4,4,3,1,0,1,4,1,1,2.273857142857139,5.170426306122431,26.010000000000016
19,4,4,0,0,1,3,4,0,1,-4.68,21.902399999999997,11.356900000000007
28,2,4,1,1,0,3,4,0,1,0.45535714285714235,0.20735012755101995,3.5910249999999984
20,2,3,1,1,1,3,4,0,1,-5.845000000000006,34.164025000000066,7.263025000000002
33,4,4,0,1,0,3,3,0,1,1.9569999999999972,3.829848999999989,11.189024999999992
33,4,4,5,1,1,3,4,0,1,-1.1225000000000023,1.260006250000005,1.8632250000000055
47,1,4,6,1,1,1,4,0,1,0.7466666666666697,0.5575111111111156,6.812099999999997
25,3,3,0,1,1,3,4,0,1,-0.436666666666671,0.19067777777778155,5.736024999999998
29,4,4,0,1,0,2,4,0,1,2.855100649350643,8.151599717922462,2.3256249999999956
37,4,4,2,0,1,1,4,0,1,1.0038279220779245,1.0076704971432837,5.405625000000013
49,1,3,6,1,1,2,4,0,1,4.600000000000001,21.160000000000014,4.060225000000003
48,1,1,8,1,0,2,2,1,1,1.25,1.5625,14.554224999999983
19,2,2,0,1,1,2,2,0,1,-2.075833333333332,4.3090840277777716,6.890625
46,1,2,3,1,1,2,1,1,1,3.9299999999999997,15.444899999999997,16.68722500000001
39,1,2,2,1,1,3,1,1,1,-0.3500000000000014,0.122500000000001,132.25
30,3,4,5,1,1,1,4,0,1,-8.854500000000009,78.40217025000015,0.489999999999999
40,2,2,8,1,1,2,2,0,1,0.9066666666666663,0.8220444444444438,5.953599999999989
43,1,2,1,1,1,3,4,1,1,1.8900000000000006,3.572100000000002,3.8808999999999956
29,3,4,4,1,0,1,3,0,1,-6.977499999999999,48.68550624999999,5.640625
23,3,3,2,1,1,3,3,0,1,-0.4237857142857173,0.17959433163265562,4.6656
24,2,2,3,1,1,2,4,0,1,-4.079999999999998,16.646399999999986,1.7030249999999993
47,3,3,2,1,1,2,4,0,1,12.780714285714282,163.34665765306113,9.21122499999998
35,3,3,2,1,0,2,2,0,1,3.530000000000001,12.460900000000008,12.673600000000016
19,3,3,1,1,1,2,4,0,1,-3.5955000000000013,12.92762025000001,10.890000000000004
45,2,3,4,1,0,2,4,0,1,3.80833333333333,14.503402777777753,0.45562499999999617
42,2,4,2,1,1,3,4,0,1,10.41207142857143,108.41123143367349,1.010025000000005
47,1,1,1,1,1,3,4,0,1,3.8049999999999997,14.478024999999997,15.405624999999977
25,2,2,2,1,1,3,1,0,1,0.27974999999999994,0.07826006249999996,0.6724000000000004
20,2,3,3,1,1,3,4,0,1,-3.117309523809517,9.717618667233518,3.980025000000004
33,3,3,6,1,1,3,4,0,2,-0.9314999999999998,0.8676922499999996,4.264224999999991
46,4,3,5,1,1,1,4,0,2,1.6733412698412735,2.8000710053540057,21.160000000000014
35,4,4,4,1,1,1,4,0,2,-5.702377543938688,32.517109653616224,10.112399999999997
26,4,4,2,1,0,1,4,0,2,-8.521484126984127,72.61569172644244,0.3600000000000017
36,3,3,5,1,0,1,3,0,2,-0.8900000000000006,0.792100000000001,2.3104000000000093
37,3,4,3,1,1,1,3,0,2,5.624000000000009,31.629376000000107,47.33440000000004
44,2,4,4,1,1,3,3,0,2,5.079999999999998,25.806399999999982,6.656399999999991
32,4,4,2,1,1,1,4,0,2,-1.277210317460316,1.6312661950270813,6.200099999999992
25,2,4,6,1,1,3,4,0,2,-4.710000000000001,22.184100000000008,64.48090000000002
42,2,3,7,1,1,3,4,0,2,2.5549999999999997,6.528024999999999,6.8643999999999865
30,4,4,2,0,0,1,4,0,2,-1.186833333333329,1.4085733611111007,1.1880999999999997
39,4,4,4,1,1,1,4,0,2,-1.7023775439386881,2.89808930210672,13.17690000000002
26,1,1,2,1,1,3,4,0,2,-4.09,16.728099999999998,2.3409000000000035
30,2,4,3,1,1,3,4,0,2,1.0872857142857164,1.1821902244898006,19.891600000000007
38,4,4,4,0,0,1,2,0,2,1.6099999999999994,2.592099999999998,2.8900000000000095
23,4,4,1,1,1,1,2,0,2,0.6528333333333372,0.4261913611111161,14.288400000000008
18,3,4,1,1,1,3,4,0,2,-2.1325000000000003,4.547556250000001,11.971600000000006
25,3,4,3,1,1,2,3,0,2,-1.3716666666666661,1.881469444444443,2.822399999999999
37,4,4,2,1,0,3,3,0,2,3.7195833333333326,13.835300173611106,0.007225000000000145
20,3,4,1,1,1,3,2,0,2,-0.9024999999999999,0.8145062499999998,1.8769000000000027
45,4,4,7,1,1,1,4,0,2,3.228333333333339,10.422136111111147,0.03609999999999913
28,2,1,2,1,0,3,3,0,2,-1.9699999999999989,3.8808999999999956,0.45562500000000095
33,2,2,3,1,1,2,3,0,2,2.4375,5.94140625,0.3192249999999974
28,2,3,2,1,1,3,3,0,2,-2.0872142857142855,4.356463474489795,25.40159999999999
30,2,4,1,1,0,3,4,0,2,1.6950000000000003,2.873025000000001,0.2304000000000004
32,4,4,4,1,1,2,4,0,2,-2.883820512820513,8.316420750164367,1.7424000000000008
48,4,3,7,1,0,2,4,0,2,2.9378571428571405,8.63100459183672,7.102224999999995
46,4,4,2,1,0,1,4,0,2,11.478515873015873,131.75632664707734,1.5006250000000034
32,4,4,2,0,0,1,4,0,2,0.813166666666671,0.6612400277777849,3.010224999999998
49,4,4,10,1,1,1,4,0,2,1.4650000000000034,2.14622500000001,3.4968999999999903
33,2,2,6,1,0,3,4,0,2,-0.572499999999998,0.3277562499999977,3.422500000000005
39,4,4,3,1,1,1,4,0,2,2.4651177393513493,6.076805468864706,1.0404000000000064
35,4,4,5,0,0,1,4,0,2,-2.0120000000000005,4.0481440000000015,7.672900000000017
36,4,4,3,0,1,1,3,0,2,1.5700000000000003,2.464900000000001,0.11560000000000233
20,3,4,1,1,1,2,4,0,2,-0.19849999999999923,0.039402249999999694,27.51002500000001
23,4,4,1,1,1,3,4,0,2,-0.5319999999999929,0.28302399999999245,4.928399999999995
26,2,4,2,1,1,1,3,0,2,-1.7303809523809512,2.994218240362808,0.9604000000000008
25,3,3,1,1,1,3,1,0,2,1.0375000000000014,1.076406250000003,0.07562499999999922
31,4,4,1,1,1,1,4,0,2,6.355282967032974,40.38962159105944,65.20562500000004
36,4,4,2,1,1,2,4,0,2,7.54428571428571,56.916246938775444,40.704400000000035
32,3,3,2,1,0,3,4,0,2,4.146749999999997,17.195535562499977,32.83289999999997
36,4,4,3,1,1,1,4,0,2,-0.5348822606486507,0.28609903275661114,0.0015999999999999318
40,4,4,3,1,1,1,4,0,2,3.4651177393513493,12.007040947567406,5.428899999999992
46,4,4,4,1,1,1,4,0,2,5.297622456061312,28.064803686965085,0.11902499999999921
42,4,4,8,0,1,1,4,0,2,-1.5300000000000011,2.3409000000000035,8.850625000000008
39,4,4,4,1,0,1,4,0,2,-3.3317380952380944,11.100478735260765,17.977600000000017
34,4,4,2,1,1,1,4,0,2,0.722789682539684,0.5224249251858172,12.924024999999991
36,4,4,3,1,1,1,4,0,2,-0.5348822606486507,0.28609903275661114,0.0483999999999995
37,4,4,3,1,1,1,4,0,2,0.46511773935134926,0.21633451145930965,3.744225000000009
36,4,4,4,0,1,1,4,0,2,-4.9795119047618925,24.795538809665413,0.5625
38,4,4,2,1,1,1,4,0,2,4.722789682539684,22.30474238550329,1.1130249999999995
27,3,3,1,0,0,2,4,0,2,-1.6316666666666642,2.662336111111103,6.656399999999991
37,4,3,8,1,1,1,4,0,2,-2.814,7.918596,4.284900000000001
24,1,4,1,1,0,4,2,1,2,-1.6400000000000006,2.6896000000000018,9.891024999999997
42,2,4,8,1,1,1,4,0,2,0.3400000000000034,0.11560000000000233,0.18489999999999976
31,4,4,3,0,0,4,4,0,2,-1.7899999999999991,3.204099999999997,2.640625
34,2,3,2,1,1,3,3,0,2,3.9127857142857145,15.30989204591837,0.030624999999999004
34,4,4,4,1,1,3,3,0,2,1.1899999999999977,1.4160999999999946,13.801225000000025
36,4,4,4,0,0,1,4,0,2,-1.4254880952380944,2.0320163096655306,4.665599999999985
47,4,4,8,1,1,1,4,0,2,2.9252857142857067,8.557296510204038,0.6399999999999955
34,4,4,3,1,1,1,4,0,2,-2.5348822606486507,6.425628075351214,0.9312250000000066
44,4,4,6,0,1,1,3,0,2,1.0700000000000003,1.1449000000000007,0.6888999999999972
21,4,4,1,1,1,1,4,0,2,-3.6447170329670264,13.283962250399965,1.5252249999999985
42,4,4,6,1,1,1,3,0,2,0.7753333333333359,0.6011417777777817,0.5041000000000012
44,4,4,4,1,0,2,3,0,2,3.44466666666667,11.865728444444468,0.26009999999999794
19,4,4,1,1,1,2,3,0,2,-1.132833333333334,1.2833113611111127,9.0
35,1,3,7,1,0,2,3,1,2,-2.789999999999999,7.784099999999995,5.267025000000007
24,4,4,1,1,1,3,2,0,2,0.6680000000000028,0.4462240000000038,4.141225
32,3,4,7,0,1,1,3,0,2,-3.653333333333329,13.346844444444413,20.611599999999992
31,3,3,2,1,0,3,3,0,2,0.34499999999999886,0.11902499999999921,10.112399999999997
47,3,4,11,1,0,2,3,0,2,1.9066666666666663,3.6353777777777765,1.452024999999996
38,4,4,6,1,0,3,3,0,2,-0.28999999999999915,0.08409999999999951,0.5112250000000049
40,4,4,4,1,1,1,3,0,2,5.4396666666666675,29.589973444444453,32.94760000000002
35,3,3,4,1,1,3,2,0,2,2.1899999999999977,4.79609999999999,6.734024999999994
26,3,4,3,1,1,3,4,0,2,-1.5272857142857177,2.332601653061235,1.0609000000000024
23,4,3,3,1,1,3,3,0,2,-4.045000000000002,16.362025000000013,23.4256
40,4,4,6,0,0,1,4,0,2,-2.049999999999997,4.202499999999988,5.953599999999989
37,4,4,3,1,1,1,4,0,2,0.46511773935134926,0.21633451145930965,3.744225000000009
39,4,4,5,1,1,2,4,0,2,3.257857142857148,10.61363316326534,21.344399999999975
25,4,4,2,1,1,2,4,0,2,-3.45571428571429,11.941961224489825,0.027224999999999718
48,4,4,4,0,1,1,4,0,2,7.0204880952381075,49.28725309537999,2.3104000000000093
31,4,4,3,1,1,1,4,0,2,-5.534882260648651,30.634921639243117,4.796100000000005
26,4,4,1,0,1,2,4,0,2,-1.3003333333333416,1.6908667777777993,1.357224999999998
44,4,4,5,1,0,1,4,0,2,3.8995000000000033,15.206100250000025,0.10889999999999887
29,4,4,1,1,0,2,4,0,2,2.281500000000001,5.205242250000006,0.34809999999999985
36,2,1,6,1,1,2,1,0,2,-0.6599999999999966,0.4355999999999955,0.8930250000000005
29,4,4,2,1,0,1,3,0,2,1.5592356532356497,2.4312158223212035,2.5760250000000013
37,2,3,7,1,1,3,4,0,2,-2.4450000000000003,5.9780250000000015,27.092024999999982
28,3,3,3,1,1,1,2,0,2,-0.9299999999999962,0.8648999999999929,0.6084000000000018
40,2,3,6,1,1,1,2,0,2,0.4313333333333347,0.1860484444444456,0.3249000000000003
33,4,4,4,1,1,1,4,0,2,-7.702377543938688,59.326619829370976,5.175624999999994
22,4,4,1,1,1,1,2,0,2,-0.34716666666666285,0.12052469444444179,2.592099999999998
35,3,4,5,1,0,1,3,1,2,0.38000000000000256,0.14440000000000194,6.30009999999999
32,4,4,3,0,1,3,3,0,2,-0.9810714285714255,0.9625011479591776,0.8648999999999994
35,4,4,5,1,0,1,3,0,2,-1.5033333333333374,2.2600111111111234,3.168400000000004
29,4,4,2,1,1,1,4,0,2,-4.277210317460316,18.294528099788977,0.14822500000000122
23,3,3,2,1,0,3,4,0,2,-4.853250000000003,23.554035562500026,4.928399999999995
35,4,4,2,1,0,1,4,0,2,0.47851587301587273,0.22897744072814283,11.356900000000007
36,4,4,3,1,0,2,4,0,2,-0.647807692307687,0.4196548062130108,1.9460250000000088
32,4,4,2,1,0,1,4,0,2,-2.5214841269841273,6.357882202632906,15.093225000000013
30,4,1,4,1,1,3,3,0,2,-1.7300000000000004,2.9929000000000014,0.0625
36,4,4,4,0,1,2,4,0,2,-3.6947424242424276,13.651121581496811,1.5750250000000063
33,4,4,3,1,1,3,4,0,2,-1.835333333333331,3.368448444444436,3.6290250000000044
33,3,4,5,0,1,3,3,0,2,-1.4774999999999991,2.1830062499999974,0.10562500000000184
43,2,4,13,1,1,2,3,0,2,-0.47333333333332916,0.2240444444444405,15.76089999999999
35,3,3,6,1,1,2,3,0,2,-0.22800000000000153,0.0519840000000007,1.0920250000000036
38,4,4,5,1,1,1,3,0,2,-0.7516666666666652,0.5650027777777755,5.856400000000008
25,3,1,4,1,1,3,1,0,2,-3.9200000000000017,15.366400000000013,4.730625000000003
26,3,3,2,1,1,3,2,0,2,0.7199999999999989,0.5183999999999984,1.265625
24,4,4,1,1,1,3,4,0,2,0.4680000000000071,0.21902400000000663,0.1295999999999996
22,3,4,1,1,1,4,4,0,2,0.4250000000000007,0.1806250000000006,8.497224999999995
33,2,3,5,1,0,2,1,0,2,0.7733333333333334,0.5980444444444446,34.22250000000002
45,3,3,7,1,1,3,4,0,2,2.0436666666666667,4.176573444444445,2.6569000000000083
29,4,4,2,1,0,1,3,0,2,1.5592356532356497,2.4312158223212035,3.0800249999999965
47,2,2,7,1,1,2,4,0,2,3.3900000000000006,11.492100000000004,2.3870250000000053
36,3,2,6,1,1,3,2,0,2,-1.0966666666666711,1.2026777777777875,3.6290250000000044
45,3,3,8,1,1,2,3,0,2,2.426000000000002,5.8854760000000095,0.390625
47,4,4,6,1,0,1,4,0,2,2.010111111111108,4.040546679012333,3.186224999999988
43,3,4,2,1,0,2,4,0,2,4.833071428571429,23.358579433673476,23.912100000000006
44,4,4,7,1,1,3,2,0,2,1.1274999999999977,1.2712562499999949,4.752399999999999
24,2,4,2,1,1,3,3,0,2,-1.4274999999999984,2.0377562499999957,2.924100000000003
28,4,4,2,1,0,1,3,0,2,0.5592356532356497,0.31274451584990387,8.381024999999998
34,4,4,5,1,1,3,4,0,2,-1.5105000000000004,2.2816102500000013,1.6256249999999963
31,3,4,4,1,1,1,3,0,2,-1.6599999999999966,2.7555999999999887,0.9900250000000019
27,4,4,3,1,1,1,4,0,2,-9.53488226064865,90.91397972443232,3.168400000000004
27,3,3,1,1,0,3,4,0,2,0.5799999999999983,0.33639999999999803,0.9702249999999989
26,4,4,1,1,0,1,3,0,2,1.0083333333333364,1.0167361111111173,3.312400000000001
36,3,4,7,1,1,2,2,0,2,-1.8814285714285717,3.539773469387756,2.3409000000000035
35,4,4,4,0,1,3,3,0,2,-0.06116666666666504,0.0037413611111109116,0.00022500000000001704
38,4,4,6,1,1,3,3,0,2,0.18666666666666742,0.034844444444444726,0.0036000000000002727
44,4,4,7,1,1,2,4,0,2,1.5441904761904723,2.3845242267573576,1.716100000000006
25,4,4,1,1,1,1,4,0,2,0.3552829670329736,0.12622598666375298,0.6084000000000018
25,4,4,2,0,1,1,3,0,2,-2.3721666666666685,5.627174694444453,8.439025000000006
41,4,4,4,1,1,1,4,0,2,0.2976224560613119,0.08857912635196752,10.692900000000021
41,3,4,5,1,1,1,3,0,2,1.5066666666666677,2.2700444444444474,0.04000000000000114
24,4,4,1,1,0,1,4,0,2,-0.6221666666666685,0.3870913611111134,0.38440000000000124
33,4,4,3,1,1,3,3,0,2,-0.8580000000000041,0.736164000000007,11.902499999999995
29,4,4,3,1,0,3,3,0,2,-3.0730000000000004,9.443329000000002,0.05062500000000064
47,4,4,4,1,0,1,4,0,2,4.668261904761906,21.792669211451255,4.687224999999996
28,4,4,4,1,1,1,3,0,2,-6.5603333333333325,43.03797344444443,11.937024999999988
21,2,2,1,1,1,3,2,0,2,-0.3064999999999998,0.09394224999999987,0.9800999999999969
32,3,3,6,1,0,3,3,0,2,-2.1813333333333347,4.758215111111117,0.15999999999999887
30,3,4,2,1,1,1,4,0,2,-0.8989285714285629,0.8080725765305968,7.6452250000000035
37,4,4,5,1,1,3,4,0,2,1.4894999999999996,2.218610249999999,5.546024999999985
29,4,3,4,1,0,3,2,0,2,-2.1849999999999987,4.774224999999994,0.0030249999999999687
38,4,4,3,1,0,1,4,0,2,-2.205891941391947,4.865959257097932,11.222500000000009
49,3,3,11,1,1,1,4,0,2,1.6799999999999997,2.822399999999999,3.4410249999999882
41,3,3,5,1,1,1,4,0,2,1.0459999999999994,1.0941159999999988,7.3441000000000045
43,3,4,5,1,1,3,2,1,2,3.8599999999999994,14.899599999999996,4.3472250000000034
47,1,1,10,1,1,3,3,0,2,1.2700000000000031,1.612900000000008,12.567025000000012
22,4,4,1,1,1,1,3,0,2,0.17869047619047862,0.031930286281180005,0.48302500000000037
27,4,4,1,0,0,1,4,0,2,0.9918333333333287,0.9837333611111019,14.82250000000001
34,3,4,2,0,1,2,3,0,2,2.6973333333333365,7.275607111111128,9.486399999999989
42,3,3,4,1,1,2,4,0,2,2.4058333333333337,5.78803402777778,3.3856000000000126
39,4,4,3,0,0,1,4,0,2,-2.263166666666663,5.1219233611110955,17.766225000000027
36,4,4,3,0,1,2,4,0,2,-1.2521547619047695,1.56789154776079,0.016900000000000664
21,4,4,1,1,1,2,1,0,2,-0.10999999999999943,0.012099999999999875,3.204099999999997
36,3,4,4,0,0,2,4,0,2,-1.804028138528139,3.254517524601302,20.930624999999992
25,2,3,1,1,0,4,4,0,2,-1.0500000000000007,1.1025000000000016,1.452024999999996
41,4,4,4,0,0,2,4,0,2,1.8908063407181075,3.5751486180998,0.0020250000000001534
32,4,4,4,0,0,2,4,0,2,-7.1091936592818925,50.54063448517387,1.4042250000000054
41,4,4,4,0,0,2,4,0,2,1.8908063407181075,3.5751486180998,0.007225000000000145
43,4,4,3,0,1,1,4,0,2,-0.024833333333319274,0.0006166944444437461,69.88959999999999
35,4,4,3,1,1,2,3,0,2,1.2037380952380943,1.4489854019274353,7.756224999999981
24,4,4,2,1,0,1,3,0,2,-3.4407643467643503,11.838859289964706,7.263025000000002
43,4,4,6,1,1,1,4,0,2,2.2435714285714425,5.033612755102103,14.554224999999983
48,4,4,7,0,1,1,4,0,2,3.0153333333333308,9.092235111111096,3.9601000000000077
28,4,4,2,1,1,1,3,0,2,0.8008253968253953,0.6413213162005519,1.5252249999999985
24,4,4,1,1,1,1,4,0,2,-0.6447170329670264,0.41566005259780586,0.022499999999999572
42,4,4,3,1,0,1,4,0,2,1.7941080586080531,3.2188237259623573,5.929225000000011
39,4,4,3,1,1,1,4,0,2,2.4651177393513493,6.076805468864706,1.1236000000000048
24,4,4,1,1,1,1,4,0,2,-0.6447170329670264,0.41566005259780586,0.0
33,4,3,5,1,1,2,4,0,2,-3.4413333333333327,11.842775111111107,1.368900000000004
29,4,4,2,1,1,3,4,0,2,-1.0682619047619113,1.1411834971655468,1.8632249999999957
44,4,4,5,1,1,1,4,0,2,3.969547619047624,15.757308299886663,0.087025000000001
17,4,4,1,1,1,2,4,0,2,-4.260000000000002,18.147600000000015,14.402025000000013
35,3,4,3,1,1,2,2,0,2,2.721666666666664,7.40746944444443,0.05062500000000064
32,3,4,5,1,1,1,2,0,2,-1.576666666666668,2.485877777777782,0.0009000000000000682
27,4,4,2,1,0,1,3,0,2,-0.4407643467643503,0.19427320937860443,5.359225000000006
44,4,4,4,1,1,1,4,0,2,3.297622456061312,10.87431386271984,1.265625
42,4,4,5,1,1,1,4,0,2,1.9695476190476242,3.8791178236961654,0.6806250000000047
40,4,4,6,1,1,1,3,0,2,-1.2246666666666641,1.4998084444444382,0.6561000000000037
44,4,4,3,1,1,1,4,0,2,7.465117739351349,55.7279828623782,0.046225000000001466
33,4,4,5,1,1,2,4,0,2,-2.742142857142852,7.519347448979564,0.14440000000000194
35,2,4,3,0,0,3,4,1,2,-0.740000000000002,0.547600000000003,1.1772250000000017
31,4,2,2,0,1,1,3,0,2,1.4053333333333313,1.9749617777777722,13.950224999999996
37,4,4,3,0,1,3,4,0,2,0.21892857142856315,0.04792971938775147,1.4042250000000054
45,4,4,3,0,1,2,4,0,2,7.7478452380952305,60.02910583347494,11.189024999999992
26,4,4,2,0,1,1,4,0,2,-2.016833333333338,4.067616694444463,13.395600000000002
40,3,4,2,0,1,3,4,0,2,3.6569999999999965,13.373648999999974,0.000624999999999929
30,4,4,1,0,1,2,4,0,2,2.6996666666666584,7.288200111111067,71.99522499999999
36,3,4,3,0,0,3,4,0,2,0.18999999999999773,0.03609999999999913,0.0056250000000004265
33,3,4,3,0,1,2,4,0,2,-3.780380952380945,14.29128014512466,2.624400000000003
